ticker,cik,filingDate,accessionNumber,source,wsc_a,wsc_b,wsc_c,wsc_d,wsc_e,wsc_f,qo_score,qo_reasoning,se_score,se_reasoning,cl_score,cl_reasoning,sa_score,sa_reasoning,hype_score,word_count,diag_se_ng_ratio,diag_se_burial_pct,diag_se_dem_hits,diag_se_hl_total,diag_se_pos_fact,diag_se_ext_blame,diag_se_d1,diag_se_d2,diag_se_d3,diag_se_d4,diag_se_d5,diag_se_d6,diag_cl_guidance_sents,diag_cl_guidance_density,diag_cl_strong_modal_count,diag_cl_weak_modal_count,diag_cl_modal_ratio,diag_cl_precision_count,diag_cl_unc_density,hype_v3,v3_reasoning,v3_c1_sa_attribution,v3_c2_qo_superlative,v3_c3_se_concealment,v3_c4_cl_guidance_strength,v3_c5_se_qualifier_asymmetry,v3_c6_qo_vague_positive,v3_c7_se_framing,v3_c8_cl_uncertainty
CHD,313927,2021-04-29,0001564590-21-021590,exhibit,0.0,0.1481,0.0926,0.1944,0.037,0.0648,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.148 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=1 (burial) D5=4 (demotion) D6=2 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],15,"Guidance sentences=8/108. Sub1 count=11/15 [g=8]. Sub2 modal=3/10 [strong=0, weak=5, ratio=0.00]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.037]. CL=11+3+2+(-1)=15/25. [LM word-list method; Loughran & McDonald 2011]",8,"WSC[E]=0.037 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.065 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(0)=8/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",54,3000,0.7237,12,4,0,8,4,5,4,0,1,4,2,8,0.0741,0,5,0.0,1,0.037,50,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=0/18 C3 SE-Conceal=6/14 C4 CL-Guid=9/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=9/10 C8 CL-Uncertainty=-1. raw=43 x 1.1688 = 50/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,0,6,9,2,7,9,-1
PEP,77476,2019-07-09,0000077476-19-000072,exhibit,0.0,0.0976,0.0,0.1829,0.0488,0.0,4,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.098 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+4=4/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=5 (burial) D5=5 (demotion) D6=2 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],9,"Guidance sentences=1/82. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.012]. CL=4+5+0+(0)=9/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.049 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",48,2666,0.5122,80,11,0,0,0,2,2,0,5,5,2,1,0.0122,0,0,0.3,0,0.0122,43,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=0/18 C3 SE-Conceal=14/14 C4 CL-Guid=2/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=4/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=37 x 1.1688 = 43/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,0,14,2,2,4,4,0
PFE,78003,2022-04-20,0000078003-22-000062,refetched_body,0.0,0.0,0.0385,0.1154,0.0,0.0,0,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.000 (vague positives) → s_b=0/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+0=0/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=2 (burial) D5=2 (demotion) D6=2 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],10,"Guidance sentences=1/26. Sub1 count=4/15 [g=1]. Sub2 modal=7/10 [strong=1, weak=2, ratio=0.33]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-1 [unc_density=0.038]. CL=4+7+0+(-1)=10/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",25,880,0.6562,33,1,0,0,0,1,3,0,2,2,2,1,0.0385,1,2,0.3333,0,0.0385,19,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=0/18 C3 SE-Conceal=5/14 C4 CL-Guid=6/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=0/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=-1. raw=16 x 1.1688 = 19/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,0,5,6,2,0,4,-1
PANW,1327567,2024-08-19,0001327567-24-000023,exhibit,0.0938,0.1125,0.0,0.375,0.025,0.0,14,"WSC[A]=0.094 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.113 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+4=14/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",21,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=5 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=14/30 → SE=round(raw×1.5)=21/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],13,"Guidance sentences=2/80. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=3/5 [precision_count=2]. Sub4 uncertainty=-1 [unc_density=0.025]. CL=6+5+3+(-1)=13/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.025 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",59,2460,0.3861,100,15,0,2,0,1,2,0,5,5,1,2,0.025,0,0,0.3,2,0.025,55,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=9/18 C3 SE-Conceal=14/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=4/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=-1. raw=47 x 1.1688 = 55/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,9,14,7,0,4,3,-1
KR,56873,2025-03-06,0001104659-25-021187,exhibit,0.0,0.1897,0.0172,0.1379,0.1724,0.0259,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.190 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=5 (burial) D5=4 (demotion) D6=5 (qualifier asymmetry). raw=23/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],12,"Guidance sentences=2/116. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.043]. CL=6+5+2+(-1)=12/25. [LM word-list method; Loughran & McDonald 2011]",19,"WSC[E]=0.172 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.026 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(1)=19/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",63,3000,0.7067,100,3,0,2,9,5,4,0,5,4,5,2,0.0172,0,0,0.3,1,0.0431,68,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=0/18 C3 SE-Conceal=12/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=9/10 C8 CL-Uncertainty=-1. raw=58 x 1.1688 = 68/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,0,12,4,8,7,9,-1
WTW,1140536,2021-10-28,0001171843-21-007222,refetched_exhibit,0.0,0.1731,0.0,0.2115,0.0385,0.0,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.173 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",20,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=4 (density ratio) D3=2 (headline) D4=3 (burial) D5=0 (demotion) D6=2 (qualifier asymmetry). raw=13/30 → SE=round(raw×1.5)=20/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],10,"Guidance sentences=1/104. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.029]. CL=4+5+2+(-1)=10/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.038 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",48,3000,0.7869,62,0,1,3,1,2,4,2,3,0,2,1,0.0096,0,0,0.3,1,0.0288,37,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=0/18 C3 SE-Conceal=3/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=-1. raw=32 x 1.1688 = 37/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,0,3,4,2,7,6,-1
WST,105770,2018-04-26,0000105770-18-000010,exhibit,0.0,0.1319,0.0659,0.1538,0.0,0.0659,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.132 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",18,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=12/30 → SE=round(raw×1.5)=18/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],25,"Guidance sentences=10/91. Sub1 count=13/15 [g=10]. Sub2 modal=10/10 [strong=5, weak=2, ratio=0.71]. Sub3 ranges=5/5 [precision_count=3]. Sub4 uncertainty=-1 [unc_density=0.022]. CL=13+10+5+(-1)=25/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.066 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",50,2246,0.6264,20,15,0,2,0,2,3,0,1,5,1,10,0.1099,5,2,0.7143,3,0.022,40,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=0/18 C3 SE-Conceal=8/14 C4 CL-Guid=14/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=+0. raw=34 x 1.1688 = 40/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,0,8,14,0,7,5,0
SBUX,829224,2018-04-26,0000829224-18-000016,exhibit,0.4,0.12,0.0,0.02,0.12,0.0,22,"WSC[A]=0.400 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.120 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+4=22/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",20,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=2 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=13/30 → SE=round(raw×1.5)=20/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],9,"Guidance sentences=1/50. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.000]. CL=4+5+0+(0)=9/25. [LM word-list method; Loughran & McDonald 2011]",21,"WSC[E]=0.120 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(3)=21/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",72,1791,0.4444,0,5,2,0,3,2,2,2,1,5,1,1,0.02,0,0,0.3,0,0.0,68,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=18/18 C3 SE-Conceal=8/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=4/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=58 x 1.1688 = 68/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,18,8,5,0,4,4,0
TJX,109198,2020-11-18,0001157523-20-001518,exhibit,0.0679,0.358,0.0988,0.3457,0.0494,0.0,13,"WSC[A]=0.068 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.358 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+7=13/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",18,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=3 (burial) D5=2 (demotion) D6=5 (qualifier asymmetry). raw=12/30 → SE=round(raw×1.5)=18/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],12,"Guidance sentences=3/81. Sub1 count=9/15 [g=3]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-2 [unc_density=0.062]. CL=9+5+0+(-2)=12/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.049 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",54,2288,0.2857,50,1,0,1,3,1,1,0,3,2,5,3,0.037,0,0,0.3,0,0.0617,54,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=9/18 C3 SE-Conceal=6/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=2/10 C8 CL-Uncertainty=-2. raw=46 x 1.1688 = 54/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,9,6,5,8,7,2,-2
GEHC,1932393,2023-01-30,0001932393-23-000007,refetched_exhibit,0.0181,0.1325,0.0241,0.0482,0.0,0.0723,9,"WSC[A]=0.018 (superlatives) → s_a=2/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.133 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=2+7=9/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",22,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=4 (density ratio) D3=2 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=15/30 → SE=round(raw×1.5)=22/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],15,"Guidance sentences=6/166. Sub1 count=11/15 [g=6]. Sub2 modal=3/10 [strong=0, weak=4, ratio=0.00]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.024]. CL=11+3+2+(-1)=15/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.072 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",46,3000,0.7133,25,10,2,0,14,2,4,2,1,5,1,6,0.0361,0,4,0.0,1,0.0241,37,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=5/18 C3 SE-Conceal=8/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=-1. raw=32 x 1.1688 = 37/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,5,8,7,0,7,6,-1
LII,1069202,2022-07-28,0001193125-22-204168,exhibit,0.7,0.24,0.04,0.0533,0.0,0.0533,25,"WSC[A]=0.700 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.240 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+7=25/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",21,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=2 (burial) D5=5 (demotion) D6=3 (qualifier asymmetry). raw=14/30 → SE=round(raw×1.5)=21/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],13,"Guidance sentences=2/75. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.013]. CL=6+5+2+(0)=13/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.053 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",59,1383,0.4423,40,5,0,3,3,2,2,0,2,5,3,2,0.0267,0,0,0.3,1,0.0133,57,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=18/18 C3 SE-Conceal=9/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=4/8 C6 QO-Vague=7/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=49 x 1.1688 = 57/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,18,9,7,4,7,4,0
